SKU,Handle,Collection,Category,Name,Variant Name,Price,In Stock,URL,Image URL,Body
,all,All,,Dotty Kettle,Default Title,20.00,Yes,https://janecarrolldesign.com/products/dotty-kettle,https://cdn.shopify.com/s/files/1/1302/3613/products/dottykettle.jpg?v=1496332763,"<h4 class=""content"" data-hook=""product-page-description-content"" style=""box-sizing: border-box; font-family: inherit; white-space: pre-wrap; overflow-wrap: break-word; margin-top: 0px; margin-bottom: 0px; text-overflow: ellipsis; color: #cfcfcf; font-size: 20px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;"">
<span style=""color: #0b5394;""><strong>A spotty dotty wooden kettle with the detachable lid and bluebird stopper.</strong></span><br><br>
</h4>
<h4 class=""title"" style=""box-sizing: border-box; font-weight: bold; margin: 0px 0px 15px; font-size: 26px; font-style: normal; font-variant: normal; font-stretch: normal; line-height: 32px; font-family: 'open sans condensed',sans-serif; color: #d0d0d0; overflow-wrap: break-word; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;""><strong>Product Dimensions D x H x L (cm)</strong></span></h4>
<h4 style=""box-sizing: border-box; font-weight: 400; margin: 0px; font-family: inherit; font-size: inherit; font-variant: inherit; font-stretch: inherit; line-height: inherit; white-space: normal;""><span style=""color: #0b5394;""><strong>10.0 x 13.2 x 11.0</strong></span></h4>
<h4 style=""box-sizing: border-box; font-weight: 400; margin: 0px; font-family: inherit; font-size: inherit; font-variant: inherit; font-stretch: inherit; line-height: inherit; white-space: normal;""></h4>
<h4 class=""title"" style=""box-sizing: border-box; font-weight: bold; margin: 0px 0px 15px; font-size: 26px; font-style: normal; font-variant: normal; font-stretch: normal; line-height: 32px; font-family: 'open sans condensed',sans-serif; color: #d0d0d0; overflow-wrap: break-word; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;""><strong>Colour Box Size D x H x L (cm)</strong></span></h4>
<h4 style=""box-sizing: border-box; font-weight: 400; margin: 0px; font-family: inherit; font-size: inherit; font-variant: inherit; font-stretch: inherit; line-height: inherit; white-space: normal;""><span style=""color: #0b5394;""><strong>10.0 x 13.2 x 11.0</strong></span></h4>"
,all,All,,Dragon Rattle,Default Title,16.00,Yes,https://janecarrolldesign.com/products/dragon-rattle,https://cdn.shopify.com/s/files/1/1302/3613/products/Dragon_Rattle.jpg?v=1495452833,"<span style=""color: #0b5394;""><strong>A twist on your everyday rattle - this adorable dragon rattle is beautifully made and ready for play.</strong></span>"
,all,All,,Dress - Blue with Little Elephant,Default Title,30.00,Yes,https://janecarrolldesign.com/products/blue-dress-with-elephant,https://cdn.shopify.com/s/files/1/1302/3613/products/Blue-Dress-with-Elephant.jpg?v=1464756491,
,all,All,,Dress - Brown with Little Fox,Default Title,30.00,Yes,https://janecarrolldesign.com/products/brown-dress-with-fox,https://cdn.shopify.com/s/files/1/1302/3613/products/Brown-Dress-with-Little-Fox.jpg?v=1464756548,
,all,All,,Dress - Pink Flower Print,Default Title,30.00,Yes,https://janecarrolldesign.com/products/flower-print-pink-dress,https://cdn.shopify.com/s/files/1/1302/3613/products/Pink-Dress-with-Flowers.jpg?v=1464756609,
,all,All,,Dress - White Flower Print,Default Title,30.00,Yes,https://janecarrolldesign.com/products/flower-print-white-dress,https://cdn.shopify.com/s/files/1/1302/3613/products/Flower-Print-White-Dress.jpg?v=1464756676,
,all,All,,Drumming Soldier On Wheels Pull Along,Default Title,28.00,Yes,https://janecarrolldesign.com/products/drumming-soldier-on-wheels-pull-along,https://cdn.shopify.com/s/files/1/1302/3613/products/soldier_pull_along.jpg?v=1493995196,"<p><span style=""color: #990000;""><strong>A beautiful traditional hand-crafted wooden soldier pull along toy. Pull him along and watch him drum; the faster you go, the faster he plays.</strong></span></p>
<p><strong>Dimensions - W22 x D12 x H26cm</strong></p>"
,all,All,,Duck Night Light,Default Title,60.00,Yes,https://janecarrolldesign.com/products/duck-night-light,https://cdn.shopify.com/s/files/1/1302/3613/products/Duck-Bedside-Light.jpg?v=1464756744,<p>Ease your children into getting used to the dark with these fun and friendly little night lights.</p>
,all,All,,Duck Pull Along,Default Title,14.00,Yes,https://janecarrolldesign.com/products/duck-pull-along,https://cdn.shopify.com/s/files/1/1302/3613/products/duck.jpg?v=1493994846,"<p><span style=""color: #bf9000;""><strong>Make friends with this wonderful wooden pull along duck. Painted in bright yellow with orange wheels and an orange beak, this cute duck will follow you around as you pull him along. Perfect to encourage those first steps. Beautiful, traditional wooden pull along toy for children.</strong></span></p>
<p><strong>Dimensions - W16 x D6 x H16 cm</strong></p>
<p> </p>"
,all,All,,Duckling Night Light,Default Title,60.00,Yes,https://janecarrolldesign.com/products/duckling-night-light,https://cdn.shopify.com/s/files/1/1302/3613/products/Duckling-Night-Light.jpg?v=1464756767,<p>Ease your children into getting used to the dark with these fun and friendly little night lights.</p>
,all,All,,Duvet Cover - Black with White Dots,Default Title,38.00,Yes,https://janecarrolldesign.com/products/black-with-white-dot-duvet-cover,https://cdn.shopify.com/s/files/1/1302/3613/products/black-with-white-dot-duvet-cover.JPG?v=1467087120,<p>Single Bed - Pillow cases sold seperately</p>
,all,All,,Duvet Cover - Blue Check,Default Title,38.00,Yes,https://janecarrolldesign.com/products/blue-check-duvet-cover,https://cdn.shopify.com/s/files/1/1302/3613/products/blue-check-duvet-cover.JPG?v=1467087158,<p>Single Bed - Pillow cases sold seperately</p>
,all,All,,Duvet Cover - Blue Spot,Default Title,38.00,Yes,https://janecarrolldesign.com/products/blue-spot-duvet-cover,https://cdn.shopify.com/s/files/1/1302/3613/products/blue-spot-duvet-cover-2.JPG?v=1467087192,<p>Single Bed - Pillowcases sold seperately</p>
,all,All,,Duvet Cover - Green Check,Default Title,38.00,Yes,https://janecarrolldesign.com/products/green-check-duvet-cover,https://cdn.shopify.com/s/files/1/1302/3613/products/green-check-duvet-cover.JPG?v=1464757369,<p>Single Bed - Pillowcases sold seperately</p>
,all,All,,Duvet Cover - Green Leaf,Default Title,38.00,Yes,https://janecarrolldesign.com/products/green-leaf-duvet-cover,https://cdn.shopify.com/s/files/1/1302/3613/products/green-leaf-duvet-cover.JPG?v=1464757539,<p>Single Bed- Pillow cases sold seperately</p>
,all,All,,Duvet Cover - Lillac Check,Default Title,38.00,Yes,https://janecarrolldesign.com/products/lillac-check-duvet-cover,https://cdn.shopify.com/s/files/1/1302/3613/products/lillac-check-duvet-cover.JPG?v=1467087225,<p>Single Bed - Pillow cases sold seperately</p>
,all,All,,Duvet Cover - Navy Check,Default Title,38.00,Yes,https://janecarrolldesign.com/products/navy-check-duvet-cover,https://cdn.shopify.com/s/files/1/1302/3613/products/navy-blue-check-duvet-cover.JPG?v=1467087254,<p>Single Bed - Pillow cases sold seperately</p>
,all,All,,Duvet Cover - Pale Pink Check,Default Title,38.00,Yes,https://janecarrolldesign.com/products/pale-pink-check-duvet-cover,https://cdn.shopify.com/s/files/1/1302/3613/products/pale-pink-check-duvet-cover-2.JPG?v=1464758122,<p>Single Bed - Pillowcases sold seperately</p>
,all,All,,Duvet Cover - Pink Check,Default Title,38.00,Yes,https://janecarrolldesign.com/products/pink-check-duvet-cover,https://cdn.shopify.com/s/files/1/1302/3613/products/pale-pink-check-duvet-cover-2_116710e7-c367-44f3-b343-0407bd702e84.JPG?v=1464758365,<p>Single Bed - Pillowcases sold seperately</p>
,all,All,,Duvet Cover - Pink Rose,Default Title,38.00,Yes,https://janecarrolldesign.com/products/pink-rose-duvet-cover,https://cdn.shopify.com/s/files/1/1302/3613/products/pink-rose-duvet-cover.JPG?v=1464846166,<p>Single Bed - Pillow cases sold seperately</p>
,all,All,,Duvet Cover - Pink Spots,Default Title,38.00,Yes,https://janecarrolldesign.com/products/pink-spots-duvet-cover,https://cdn.shopify.com/s/files/1/1302/3613/products/pink-spot-duvet-cover.JPG?v=1467087286,<p>Single Bed - Pillowcases sold seperately</p>
,all,All,,Duvet Cover - Red Leaf,Default Title,38.00,Yes,https://janecarrolldesign.com/products/red-leaf-duvet-cover,https://cdn.shopify.com/s/files/1/1302/3613/products/red-leaf-duvet-cover.JPG?v=1464758648,<p>Single Bed - Pillow cases sold seperately</p>
,all,All,,Duvet Cover - Yellow Check,Default Title,38.00,Yes,https://janecarrolldesign.com/products/yellow-check-duvet-cover,https://cdn.shopify.com/s/files/1/1302/3613/products/yellow-check-duvet-cover.JPG?v=1464758790,<p>Single Bed - Pillowcases sold seperately</p>
,all,All,,Duvet Cover - Yellow with White Spot,Default Title,38.00,Yes,https://janecarrolldesign.com/products/yellow-with-white-spot-duvet-cover,https://cdn.shopify.com/s/files/1/1302/3613/products/yellow-with-white-spot-duvet-cover.JPG?v=1467087374,<p>Single Bed - Pillowcases sold seperately</p>
,all,All,,Elephant & Baby Pull Along,Default Title,20.00,Yes,https://janecarrolldesign.com/products/elephant-baby-pull-along,https://cdn.shopify.com/s/files/1/1302/3613/products/Elephant_Baby.jpg?v=1493994677,"<p><span style=""color: #e69138;""><strong>Make friends with this beautiful wooden pull along Elephant &amp; her baby. Hand painted and joined together with string, these cute elephants will follow you around as you pull them along. Perfect to encourage those first steps. Beautiful, traditional wooden pull along toy for children.</strong></span></p>
<p><strong>Dimensions - W24.5 x D6.5 x H11.5cm</strong></p>
<p> </p>"
,all,All,,Elephant Rattle,Default Title,14.00,Yes,https://janecarrolldesign.com/products/elephant-rattle-8,https://cdn.shopify.com/s/files/1/1302/3613/products/Elephant_Rattle8.jpg?v=1495450282,"<span style=""font-size: 18px; color: #0b5394;""><strong><span style=""font-family: Radnika,sans-serif; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; display: inline !important; float: none;"">Cotton elephant rattle</span></strong></span>"
,all,All,,Elephant Rattle,Default Title,14.00,Yes,https://janecarrolldesign.com/products/elephant-rattle-4,https://cdn.shopify.com/s/files/1/1302/3613/products/Elephant_Rattle4.jpg?v=1495449830,"<span style=""font-size: 18px; color: #0b5394;""><strong><span style=""font-family: Radnika,sans-serif; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; display: inline !important; float: none;"">Cotton elephant rattle</span></strong></span>"
,all,All,,Elephant Rattle,Default Title,14.00,Yes,https://janecarrolldesign.com/products/elephant-rattle-1,https://cdn.shopify.com/s/files/1/1302/3613/products/Elephant_Rattle1.jpg?v=1495449602,"<span style=""font-size: 18px; color: #0b5394;""><strong><span style=""font-family: Radnika,sans-serif; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; display: inline !important; float: none;"">Cotton elephant rattle</span></strong></span>"
,all,All,,Elephant Rattle,Default Title,14.00,Yes,https://janecarrolldesign.com/products/elephant-rattle-7,https://cdn.shopify.com/s/files/1/1302/3613/products/Elephant_Rattle7.jpg?v=1495450216,"<span style=""font-size: 18px; color: #0b5394;""><strong><span style=""font-family: Radnika,sans-serif; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; display: inline !important; float: none;"">Cotton elephant rattle</span></strong></span>"
,all,All,,Elephant Rattle,Default Title,14.00,Yes,https://janecarrolldesign.com/products/elephant-rattle-2,https://cdn.shopify.com/s/files/1/1302/3613/products/Elephant_Rattle2.jpg?v=1495449672,"<span style=""font-size: 18px; color: #0b5394;""><strong><span style=""font-family: Radnika,sans-serif; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; display: inline !important; float: none;"">Cotton elephant rattle</span></strong></span>"
,all,All,,Elephant Rattle,Default Title,14.00,Yes,https://janecarrolldesign.com/products/elephant-rattle-3,https://cdn.shopify.com/s/files/1/1302/3613/products/Elephant_Rattle3.jpg?v=1495449755,"<span style=""font-size: 18px; color: #0b5394;""><strong><span style=""font-family: Radnika,sans-serif; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; display: inline !important; float: none;"">Cotton elephant rattle</span></strong></span>"
,all,All,,Elephant Rattle,Default Title,14.00,Yes,https://janecarrolldesign.com/products/elephant-rattle-6,https://cdn.shopify.com/s/files/1/1302/3613/products/Elephant_Rattle6.jpg?v=1495450156,"<span style=""font-size: 18px; color: #0b5394;""><strong><span style=""font-family: Radnika,sans-serif; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; display: inline !important; float: none;"">Cotton elephant rattle</span></strong></span>"
,all,All,,Elephant Rattle,Default Title,14.00,Yes,https://janecarrolldesign.com/products/elephant-rattle-5,https://cdn.shopify.com/s/files/1/1302/3613/products/Elephant_Rattle5.jpg?v=1495450088,"<span style=""font-size: 18px; color: #0b5394;""><strong><span style=""font-family: Radnika,sans-serif; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; display: inline !important; float: none;"">Cotton elephant rattle</span></strong></span>"
,all,All,,Elephant Rattle,Default Title,14.00,Yes,https://janecarrolldesign.com/products/elephant-rattle,https://cdn.shopify.com/s/files/1/1302/3613/products/Elephant_Rattle.jpg?v=1495449527,"<span style=""font-size: 18px; color: #0b5394;""><strong><span style=""font-family: Radnika,sans-serif; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; display: inline !important; float: none;"">Cotton elephant rattle</span></strong></span>"
,all,All,,ELMER GAME SET,Default Title,29.00,Yes,https://janecarrolldesign.com/products/elmer-game-set,https://cdn.shopify.com/s/files/1/1302/3613/products/ELMER_GAME_SET1.jpg?v=1497969618,"<pre class=""tw-data-text tw-ta tw-text-small"" data-placeholder=""Translation"" id=""tw-target-text"" style=""text-align: left; height: 312px;"" data-fulltext="""" dir=""ltr""><span style=""color: #0b5394;""><strong><span lang=""en"">A set of skittles consisting of 6 pins and 2 balls to develop the skill and traction of toddlers.

Bowls to ""knock out"" in apartments or
Outside thanks to their soft but resistant material.
And later why not recognize the numbers and
Add up points.

Presented in its transparent storage bag.</span></strong></span></pre>"
